ISO28178							
ORIGINATOR "CGATS"							
FILE_DESCRIPTOR "CGATS21-2-CRPC5"							
# Characterized Reference Printing Condition 5, Universal Pub Coated							
CREATED "December, 2012"							
MEASUREMENT_GEOMETRY "ISO 13655 - Reflection, M1, white backing"							
FILTER "D50"							
# Reference White Point (LAB) = 92.00  0.00  0.00							
# Reference Black Point (LAB) = 9.20  0.00  1.86							
NUMBER_OF_FIELDS 8							
BEGIN_DATA_FORMAT							
SAMPLE_ID CMYK_C CMYK_M CMYK_Y CMYK_K LAB_L LAB_A LAB_B							
END_DATA_FORMAT							
NUMBER_OF_SETS 1617							
BEGIN_DATA							
424	20	0	55	0	81.72	-11.82	36.11
425	20	10	55	0	77.21	-5.99	32.99
426	20	20	55	0	72.84	0.06	30.03
427	20	30	55	0	68.58	6.75	27.15
428	20	40	55	0	64.33	13.79	24.43
429	20	55	55	0	57.99	24.91	20.52
430	20	70	55	0	51.82	37.35	17.15
431	20	85	55	0	46.77	48.46	14.66
432	20	100	55	0	43.44	56.12	13.18
433	30	0	55	0	78.24	-16.35	30.7
434	30	10	55	0	73.79	-10.69	27.71
435	30	20	55	0	69.48	-4.78	24.86
436	30	30	55	0	65.25	1.73	22.08
437	30	40	55	0	61.08	8.67	19.47
438	30	55	55	0	54.89	19.63	15.7
439	30	70	55	0	48.79	32.05	12.31
440	30	85	55	0	43.95	42.93	9.83
441	30	100	55	0	40.89	50.22	8.4
442	40	0	55	0	74.72	-21.15	25.23
443	40	10	55	0	70.47	-15.52	22.56
444	40	20	55	0	66.3	-9.66	19.94
445	40	30	55	0	62.19	-3.27	17.32
446	40	40	55	0	58.14	3.52	14.84
447	40	55	55	0	52.12	14.34	11.21
448	40	70	55	0	46.19	26.59	7.91
449	40	85	55	0	41.45	37.35	5.4
450	40	100	55	0	38.55	44.35	3.97
451	55	0	55	0	69.35	-28.89	16.91
452	55	10	55	0	65.46	-23.17	14.8
453	55	20	55	0	61.6	-17.34	12.6
454	55	30	55	0	57.71	-11.09	10.27
455	55	40	55	0	53.88	-4.59	8.03
456	55	55	55	0	48.14	6.05	4.67
457	55	70	55	0	42.52	18	1.53
458	55	85	55	0	37.99	28.5	-0.92
459	55	100	55	0	35.21	35.32	-2.35
460	70	0	55	0	63.93	-37.43	8.63
461	70	10	55	0	60.43	-31.7	6.93
462	70	20	55	0	56.94	-25.98	5.14
463	70	30	55	0	53.37	-19.85	3.21
464	70	40	55	0	49.79	-13.41	1.24
465	70	55	55	0	44.44	-3.15	-1.74
466	70	70	55	0	39.07	8.43	-4.68
467	70	85	55	0	34.71	18.62	-7.05
468	70	100	55	0	31.99	25.21	-8.46
469	85	0	55	0	58.75	-46.11	0.79
470	85	10	55	0	55.61	-40.55	-0.6
471	85	20	55	0	52.5	-35.02	-2.03
472	85	30	55	0	49.29	-29.07	-3.61
473	85	40	55	0	46.02	-22.75	-5.25
474	85	55	55	0	41.06	-12.77	-7.8
475	85	70	55	0	35.93	-1.54	-10.53
476	85	85	55	0	31.65	8.32	-12.84
477	85	100	55	0	28.95	14.7	-14.26
478	100	0	55	0	55.06	-52.58	-4.83
479	100	10	55	0	52.21	-47.05	-5.95
480	100	20	55	0	49.41	-41.6	-7.08
481	100	30	55	0	46.49	-35.74	-8.38
482	100	40	55	0	43.45	-29.53	-9.75
483	100	55	55	0	38.79	-19.75	-12
484	100	70	55	0	33.83	-8.8	-14.55
485	100	85	55	0	29.58	0.82	-16.79
486	100	100	55	0	26.8	7.08	-18.26
487	0	0	70	0	87.9	-3.62	61.44
488	0	10	70	0	83.64	3.12	57.51
489	0	20	70	0	79.62	9.52	53.87
490	0	30	70	0	75.48	16.27	50.23
491	0	40	70	0	71.33	23.27	46.77
492	0	55	70	0	64.99	34.37	41.67
493	0	70	70	0	58.71	46.23	37.18
494	0	85	70	0	52.83	57.97	33.48
495	0	100	70	0	48.66	66.61	31
496	10	0	70	0	84.51	-8.03	55.7
497	10	10	70	0	80.16	-1.82	52.78
498	10	20	70	0	76.05	4.57	49.13
499	10	30	70	0	71.87	11.27	45.52
500	10	40	70	0	67.69	18.29	42.01
501	10	55	70	0	61.37	29.39	36.91
502	10	70	70	0	55.06	41.61	32.32
503	10	85	70	0	49.7	52.87	28.71
504	10	100	70	0	46.04	60.88	26.34
505	20	0	70	0	81.15	-12.32	50
506	20	10	70	0	76.72	-6.44	47.05
507	20	20	70	0	72.42	-0.44	43.83
508	20	30	70	0	68.23	6.18	40.29
509	20	40	70	0	64.07	13.14	36.82
510	20	55	70	0	57.82	24.17	31.8
511	20	70	70	0	51.62	36.5	27.17
512	20	85	70	0	46.64	47.49	23.66
513	20	100	70	0	43.38	55.06	21.43
514	30	0	70	0	77.74	-16.96	44.29
515	30	10	70	0	73.35	-11.25	41.46
516	30	20	70	0	69.09	-5.41	38.36
517	30	30	70	0	64.85	0.98	35.09
518	30	40	70	0	60.74	7.85	31.7
519	30	55	70	0	54.62	18.75	26.82
520	30	70	70	0	48.59	31.07	22.24
521	30	85	70	0	43.83	41.88	18.8
522	30	100	70	0	40.84	49.09	16.66
523	40	0	70	0	74.25	-21.96	38.51
524	40	10	70	0	70.03	-16.3	35.98
525	40	20	70	0	65.91	-10.52	33.11
526	40	30	70	0	61.79	-4.21	30.02
527	40	40	70	0	57.78	2.53	26.81
528	40	55	70	0	51.83	13.27	22.11
529	40	70	70	0	45.98	25.45	17.65
530	40	85	70	0	41.32	36.14	14.26
531	40	100	70	0	38.48	43.07	12.19
532	55	0	70	0	68.85	-30.14	29.69
533	55	10	70	0	64.98	-24.43	27.68
534	55	20	70	0	61.17	-18.66	25.25
535	55	30	70	0	57.3	-12.42	22.52
536	55	40	70	0	53.51	-5.8	19.57
537	55	55	70	0	47.85	4.67	15.2
538	55	70	70	0	42.29	16.56	10.95
539	55	85	70	0	37.82	27.03	7.66
540	55	100	70	0	35.08	33.75	5.61
541	70	0	70	0	63.3	-39.43	20.82
542	70	10	70	0	59.85	-33.7	19.29
543	70	20	70	0	56.42	-27.92	17.3
544	70	30	70	0	52.91	-21.75	14.96
545	70	40	70	0	49.4	-15.23	12.36
546	70	55	70	0	44.13	-4.95	8.43
547	70	70	70	0	38.79	6.63	4.45
548	70	85	70	0	34.43	16.77	1.29
549	70	100	70	0	31.72	23.31	-0.68
550	85	0	70	0	57.94	-49.07	12.41
551	85	10	70	0	54.89	-43.43	11.1
552	85	20	70	0	51.88	-37.72	9.47
553	85	30	70	0	48.77	-31.63	7.58
554	85	40	70	0	45.59	-25.18	5.43
555	85	55	70	0	40.74	-15.04	2.01
